2011	<a class="szurke2" target="_blank" href="http://users.itk.ppke.hu/~sass/phd/sass_dolgozat.pdf">PhD</a>, PPKE Információs Technológiai Kar
2003	Programtervezõ matematikus diploma, ELTE Természettudományi Kar
2000	Programozó matematikus fõiskolai oklevél, ELTE Természettudományi Kar
