2016-2017	Languages under the Influence. Uralic syntax changing in an asymmetrical contact situation (ERC_15_HU, OTKA 118079)
2017-2019	Hungarian Generative Diachronic Syntax 2 (OTKA Hungarian Scientific Research Fund)
