2017-	senior research fellow, Research Institute for Linguistics HAS
2013-2017	research fellow, Research Institute for Linguistics HAS
2009-2013	junior research fellow, Research Institute for Linguistics HAS
2006-2010	PhD student, Department of Cognitive Sciences, Budapest University of Technologies
2005-2009	joint researcher, <a href="http://mokk.bme.hu">Media Education and Research Center</a>, Budapest University of Technologies
2003-2005	computational linguist, Magyar Nagylexikon Kiadó Zrt.
