2019-2020	ÚNKP Bolyai+ ösztöndíj (ÚNKP-19-4-ELTE-840) - értékelés: <em>kiváló</em>
2017-2020	MTA Bolyai János Kutatási Ösztöndíj (BO/00064/17/1) - értékelés: <em>kiemelkedõ</em>
2007-2010	A Hiteles Ember Alapítvány tanulmányi ösztöndíja
