2018	final certificate, Pázmány Péter Catholic University, Doctoral School of Linguistics
2016	Digital Humanities master, Computational Linguistics specialization, Pázmány Péter Catholic University, Faculty of Humanities and Social Sciences
2015	Theoretical Linguistics master, Pázmány Péter Catholic University, Faculty of Humanities and Social Sciences
2013	Hungarian Studies bachelor, Hungarian Language and Culture specialization, University of Pécs, Faculty of Humanities
