
2015-2016	<a class="szurke2" href="http://e-magyar.hu">e-magyar.hu</a> digitális nyelvfeldolgozó rendszer (MTA Infrastruktúra-fejlesztési pályázat)
2013–2015	<a class="szurke2" href="https://slovake.eu/hu”>Slovake.eu</a>
