2016-2017	Az uráli nyelvek mondattanának változása aszimmetrikus kontaktushelyzetben (ERC_15_HU, OTKA 118079)
2017-2019	Magyar Generatív Történeti Szintaxis 2 (MTA Nyelvtudományi Intézet, OTKA)
